"credit.policy","purpose","int.rate","installment","log.annual.inc","dti","fico","days.with.cr.line","revol.bal","revol.util","inq.last.6mths","delinq.2yrs","pub.rec","not.fully.paid"
1,"debt_consolidation",0.1218,466.2,10.93310697,6.36,732,3660,13719,47.6,2,0,0,0
1,"debt_consolidation",0.1357,391.49,10.30895266,17.92,677,3390,11386,55.5,0,0,0,1
1,"all_other",0.1146,49.44,10.26102213,7.22,702,1650,0,0,2,1,0,0
1,"debt_consolidation",0.0859,366.68,11.05089001,18.02,777,5009.958333,29568,52.3,0,0,0,0
1,"all_other",0.074,496.95,11.1844214,21.52,702,3210,18813,53.9,1,0,0,0
1,"credit_card",0.1355,254.7,10.91508846,21.51,672,3870,17590,86.2,1,0,0,1
1,"major_purchase",0.0768,187.14,10.5865844,9.52,817,6629.958333,922,3.8,0,0,0,0
1,"debt_consolidation",0.1148,197.82,11.08214255,18.11,712,4050,21384,82.2,0,0,0,0
1,"home_improvement",0.1114,328.06,10.6214249,21.92,722,2640,9042,16.2,2,0,0,0
1,"credit_card",0.1322,338.01,10.77895629,22.43,687,2190,5082,37.6,0,0,0,0
1,"debt_consolidation",0.1062,455.84,10.81977828,13.25,722,11181.04167,14706,72.4,1,0,0,0
1,"debt_consolidation",0.1099,392.83,10.89766482,23.51,707,5160,22083,75.9,2,0,0,0
1,"home_improvement",0.074,62.12,10.69194491,4.53,787,4770,706,1.4,1,0,0,0
1,"small_business",0.1704,249.72,10.59663473,6.9,702,4320,5035,76,1,1,0,1
1,"all_other",0.1253,167.34,11.30220443,15.21,677,5160,1015,25.4,0,0,0,0
1,"all_other",0.1146,229.06,11.53272809,13.56,707,5940.041667,32024,63.8,1,0,0,0
1,"debt_consolidation",0.0859,347.72,9.952277717,16.46,752,3629.958333,4372,21.1,1,0,0,1
1,"major_purchase",0.1385,341.04,11.33828632,1.8,722,1140,3109,15.9,2,0,0,1
1,"debt_consolidation",0.167,142.01,9.574983486,0,662,1800,0,0,0,4,0,0
1,"credit_card",0.1253,351.4,10.84941475,23.49,697,2850,18709,63.9,1,0,0,0
1,"credit_card",0.1221,692.95,11.15625052,16.94,752,6467,14337,46.7,0,0,0,0
1,"debt_consolidation",0.097,48.19,10.85892207,15.62,717,4619.958333,1645,29.9,1,0,0,0
1,"debt_consolidation",0.1726,894.61,12.4874851,12.76,692,6599.958333,35172,95.3,0,0,0,1
1,"all_other",0.1158,82.54,11.69524702,14.51,712,6780.041667,53094,91.2,2,0,0,0
1,"home_improvement",0.1158,82.54,10.95080655,19.87,697,4590,17125,39.1,3,0,0,0
1,"debt_consolidation",0.0859,189.67,10.92593848,24,732,4163.041667,9377,20.8,0,0,0,0
1,"educational",0.1221,69.97,9.210340372,19.68,752,1121,603,6.2,0,0,0,0
1,"home_improvement",0.0963,231.08,11.3736634,3.61,777,4499.958333,0,0,0,0,0,0
0,"debt_consolidation",0.0976,96.47,9.472396897,5.45,702,660,1470,21.6,0,0,0,1
1,"debt_consolidation",0.092,382.72,10.59663473,10.14,747,7800.041667,3179,11,1,0,1,0
1,"debt_consolidation",0.0859,379.33,11.1124479,7.54,782,8370,22556,23.8,0,0,0,0
1,"credit_card",0.1322,676.02,11.57119437,9.32,707,5010.041667,16821,80.5,1,0,0,0
1,"small_business",0.1565,262.4,11.69524702,17.2,702,4830,38447,82.9,2,0,0,0
1,"debt_consolidation",0.1096,245.4,10.51009597,7.16,697,3599.958333,27491,56.2,3,0,0,0
1,"debt_consolidation",0.0894,508.35,10.91508846,9.38,777,5940,16018,38,0,0,0,0
1,"educational",0.0894,190.63,10.59663473,2.91,732,3149.958333,7198,32,0,0,0,1
1,"all_other",0.1218,399.6,11.04852212,9.03,712,7321,16353,31.9,0,0,0,0
1,"all_other",0.08,188.02,11.22524339,16.08,772,4888.958333,29797,23.2,1,0,0,0
0,"credit_card",0.1284,294.16,11.56171563,18.01,682,3210,112549,82.7,0,0,0,0
1,"small_business",0.1099,392.83,11.94470788,19.25,712,7590.041667,143499,73.8,1,0,0,0
0,"credit_card",0.1691,489.61,13.12236338,7.47,667,3600,168496,46.1,2,1,0,1
1,"debt_consolidation",0.1422,291.42,10.91508846,20.75,672,5820,4377,71.8,0,1,0,0
1,"debt_consolidation",0.1507,260.25,11.22524339,19.44,662,5699.958333,27087,97.4,2,0,0,0
1,"debt_consolidation",0.1357,203.82,10.4341158,20.79,682,2310,5950,57.8,0,0,0,0
1,"debt_consolidation",0.1461,206.86,10.88482268,22.72,667,3390,22978,83.9,1,0,0,1
0,"small_business",0.1426,514.59,11.28978191,17.86,782,11220,235868,17.5,0,0,0,0
0,"credit_card",0.167,710.03,11.28978191,23.41,677,9119.958333,81089,86.8,0,1,2,0
1,"all_other",0.0932,95.85,10.71441777,17.04,737,4950,2009,14.3,0,0,0,0
0,"debt_consolidation",0.1355,135.84,10.858999,10.99,652,6990,11587,54,3,0,1,1
1,"major_purchase",0.1218,333,11.12726298,5.36,712,5280,35121,35.5,3,0,0,0
1,"debt_consolidation",0.1322,381.95,10.64285016,19.05,707,5009.958333,32720,94.6,1,0,0,0
0,"all_other",0.1379,85.19,10.49127422,19,707,3180,8035,96.8,5,0,0,0
1,"debt_consolidation",0.1537,174.24,10.53049493,22.92,662,4079.958333,7566,47.3,1,1,0,0
0,"debt_consolidation",0.1628,441.18,11.40756495,1.31,642,2550,3864,56.7,2,2,0,0
1,"credit_card",0.1218,33.3,10.40426284,13.56,692,2130,13781,65.8,3,0,0,0
1,"debt_consolidation",0.1505,312.23,11.03488966,23.75,677,3570,15149,92.9,1,0,0,0
1,"all_other",0.1531,835.57,11.19821472,13.78,682,8700,15268,57.7,0,0,1,0
1,"debt_consolidation",0.1253,501.16,10.30895266,16.08,712,3629.958333,6327,66.6,1,0,0,1
1,"credit_card",0.1316,506.56,11.20504069,18.87,727,9450,49542,54.6,2,0,0,0
1,"credit_card",0.1253,669.33,11.58988651,15.77,717,12120,33900,56.4,1,0,0,0
1,"home_improvement",0.0894,317.72,10.63585545,6.61,752,2160,3,0,0,0,0,0
1,"debt_consolidation",0.1126,328.64,10.81977828,12.24,722,4984.958333,14483,36.5,1,0,0,0
1,"small_business",0.1126,65.73,10.51867319,0.91,742,1559.958333,1219,10.3,2,0,0,0
1,"credit_card",0.0774,202.93,10.81977828,16.54,747,3899.958333,7689,43,0,0,0,0
0,"all_other",0.0901,15.91,7.60090246,0,702,238.9583333,0,0,6,0,0,1
1,"all_other",0.1878,657.81,11.28978191,15.6,672,1142,11184,93.2,0,0,0,0
0,"debt_consolidation",0.1387,119.41,10.1266311,3.94,652,2202,2728,48.7,3,0,0,0
1,"debt_consolidation",0.0894,381.26,11.34332268,5.52,792,5280,1940,2.4,1,0,0,0
1,"credit_card",0.1221,453.09,11.15625052,22.18,712,3990,34560,84.9,2,0,0,0
1,"major_purchase",0.0768,77.98,10.69194491,17.59,787,5768,406,1.2,0,0,0,0
1,"debt_consolidation",0.1348,203.55,10.49127422,14.77,682,2280,2662,30.6,1,0,0,0
1,"credit_card",0.1357,237.78,11.05089001,19.2,677,4290,18748,72.4,2,0,0,0
1,"home_improvement",0.1183,99.41,10.94022444,15.94,697,5309.958333,3066,57.8,1,0,1,0
0,"home_improvement",0.1253,167.34,10.81977828,15.58,707,2280,1464,22.5,4,2,0,1
1,"debt_consolidation",0.1347,339.23,11.22524339,8.54,742,4290,24485,26.3,5,0,0,0
1,"educational",0.0901,572.48,10.62132735,15.37,747,7500,4746,18.5,2,0,0,0
1,"credit_card",0.1126,407.51,12.01370075,10.01,727,6750.041667,9800,38.4,1,0,0,0
0,"debt_consolidation",0.1078,261.08,10.04324949,7.83,687,4413,7846,56.9,4,0,1,0
1,"home_improvement",0.1148,659.37,12.4292162,6.89,762,5729.958333,18068,42.7,1,0,0,0
1,"debt_consolidation",0.1568,525.03,10.92773543,22.3,677,3150.041667,28473,88.3,1,0,0,0
1,"debt_consolidation",0.0705,92.7,10.89673933,13.67,797,9930.041667,6015,43.9,1,0,0,0
0,"all_other",0.1141,55.17,9.743788174,21.75,687,360,5898,42.1,3,0,0,0
1,"all_other",0.1531,452.6,10.6454249,21.51,672,2760.041667,12425,55.6,0,0,0,0
1,"debt_consolidation",0.1422,411.41,10.93745465,13.93,682,4290.041667,7642,94.4,2,1,1,0
1,"debt_consolidation",0.1261,450.67,10.46310334,19.71,692,3030.041667,18028,88.4,1,0,0,0
1,"debt_consolidation",0.1347,678.46,10.6454249,19.89,722,4169.958333,20563,97,0,0,0,0
1,"small_business",0.1221,499.73,11.54600234,8.57,772,4109.958333,11700,42.5,0,0,0,0
0,"all_other",0.1411,684.58,11.54034606,4.34,727,3750,92549,51.6,6,0,0,0
1,"debt_consolidation",0.1287,269.07,10.16585182,5.72,707,3240,3045,47.6,0,0,0,0
1,"all_other",0.0737,372.55,10.81985828,10.1,742,7769.958333,56348,33.7,0,0,0,0
1,"major_purchase",0.1505,104.08,10.63585545,18.95,662,2370,4285,44.6,3,1,0,0
1,"all_other",0.087,88.65,11.69524702,15,742,3026,8155,14.9,1,0,0,0
0,"educational",0.1122,82.11,10.30895266,0.4,672,1590,174,9.2,7,1,0,0
1,"debt_consolidation",0.1261,201.04,10.30895266,19.92,672,1800,3211,78.3,2,0,0,1
0,"all_other",0.1324,104.81,10.71441777,12,657,8940,2829,108.8,0,0,0,0
0,"credit_card",0.1565,160.07,11.15625052,14.31,682,4339,82586,43.6,2,0,0,0
1,"all_other",0.1253,66.94,10.59663473,19.2,697,3270,5396,89.9,3,0,0,0
0,"debt_consolidation",0.1392,273.1,10.50506754,7.33,722,6900,49084,98.4,1,0,0,0
1,"credit_card",0.1218,333,11.1844214,13.82,712,5669.958333,36014,66.1,3,0,0,0
1,"small_business",0.1221,359.81,10.30895266,0.4,762,1800,256,0.4,2,0,0,0
0,"educational",0.1482,276.62,11.40756495,15.95,652,720,4682,72,0,1,0,0
1,"all_other",0.0859,158.06,11.00209984,22.08,772,6060.041667,2930,20.1,5,0,0,0
1,"debt_consolidation",0.1793,238.38,11.77528973,2.34,662,5880,7261,84.4,3,0,0,0
1,"credit_card",0.08,172.35,11.00874438,22.45,752,4234,14026,51.4,0,0,0,0
1,"debt_consolidation",0.1183,482.1,10.71441777,14.56,717,2280,25729,52.4,0,0,0,0
1,"debt_consolidation",0.1565,195.93,11.77528973,6.94,667,7229.958333,9044,93.2,0,0,0,0
1,"major_purchase",0.1392,819.29,11.26446411,4.48,707,8191.041667,656,8.6,1,0,0,0
1,"debt_consolidation",0.1218,799.2,12.20607265,9.13,757,3810.041667,298,1,1,0,0,0
0,"small_business",0.1982,926.83,11.60823564,16.2,737,12209.95833,144217,12,0,1,0,1
0,"debt_consolidation",0.1496,554.32,11.15625052,17.06,692,4230.041667,19697,88.7,5,0,0,0
1,"small_business",0.1008,807.62,11.87756858,3.84,762,4725,52214,8.7,8,0,0,0
1,"home_improvement",0.0768,187.15,11.59910316,14.12,777,7860.041667,13430,30.9,2,0,0,0
1,"major_purchase",0.1221,299.84,10.89049766,24.35,702,3600,43751,86.3,0,0,0,0
1,"debt_consolidation",0.1357,407.63,11.60823564,10.46,677,8339.958333,7259,59,0,0,1,0
1,"debt_consolidation",0.0964,320.99,10.12502982,8.17,712,3300,4475,63,0,0,0,0
1,"credit_card",0.0945,128.04,9.903487553,5.16,722,3180,3621,14.9,0,0,0,0
1,"educational",0.0894,476.58,11.1844214,10.2,782,13334.95833,4254,23.9,0,0,0,0
1,"educational",0.0963,208.62,10.37324115,3.75,742,3450.041667,883,13.8,1,0,0,0
1,"debt_consolidation",0.1426,806.19,11.06663836,24.88,702,10409.95833,30803,84.4,1,0,0,0
1,"debt_consolidation",0.1426,343.06,10.86856845,13.49,687,5640,7573,48.5,2,0,0,1
1,"debt_consolidation",0.0788,437.93,11.15625052,14.37,752,6270,8976,20.8,1,0,0,0
1,"debt_consolidation",0.1221,45.81,11.00209984,21.09,692,3780.041667,1361,11.1,1,0,1,0
1,"credit_card",0.1134,213.85,10.54534144,12.95,687,5100,6236,67.8,2,0,0,0
1,"debt_consolidation",0.0768,40.55,10.83958091,19.19,757,3479.958333,2513,9.6,1,0,0,0
1,"all_other",0.1442,68.77,11.00209984,13.42,722,3930,26719,99.4,1,0,0,0
0,"all_other",0.1565,139.95,10.63585545,9.95,727,3480.041667,2822,28.2,9,0,0,1
1,"debt_consolidation",0.1253,401.6,10.81977828,11.88,722,2790.041667,7085,41.7,1,0,0,1
1,"debt_consolidation",0.0894,457.51,11.19821472,18.05,747,6149.958333,68214,8.4,2,0,0,0
1,"debt_consolidation",0.1565,559.78,10.57131693,19.75,707,3300,19418,95.7,0,0,0,0
1,"debt_consolidation",0.1379,340.76,11.16863071,24.91,692,8850,6344,32.4,0,1,0,0
1,"credit_card",0.1387,852.87,11.05089001,17.28,692,8700.041667,21357,42,1,0,0,0
1,"debt_consolidation",0.1287,260.66,10.18111929,20.14,692,1942,11307,82.8,0,0,0,0
1,"credit_card",0.1284,504.27,11.08214255,6.65,717,2190.958333,27201,57.4,0,0,0,0
1,"small_business",0.1531,870.39,11.73606902,8.14,777,2340,431,3.5,0,0,0,1
1,"educational",0.1324,338.1,11.53272809,7.31,667,3823,27452,96.3,2,0,0,1
1,"all_other",0.0963,192.57,11.17883639,9.49,777,3419.958333,257,3.6,0,0,0,0
1,"debt_consolidation",0.1099,491.03,10.54534144,11.24,717,3870.041667,11023,68.9,2,0,0,0
1,"debt_consolidation",0.1114,426.45,10.98529272,18.63,742,5520,25195,24.2,0,0,0,0
1,"all_other",0.1392,109.24,11.1844214,2.2,677,5550,2596,12.5,3,0,0,0
1,"all_other",0.1843,363.7,11.28978191,0.08,667,3540.041667,167,11.1,3,0,1,1
1,"credit_card",0.1114,360.84,10.76130135,19.52,727,3570,15085,70.5,2,0,0,0
1,"all_other",0.1095,261.71,10.59653473,22.98,692,7230,25336,48.5,1,0,0,1
1,"major_purchase",0.0774,218.54,12.10071213,4.31,787,8730,205,0.6,3,0,0,0
0,"debt_consolidation",0.1261,251.3,10.66895539,11.72,667,1020,1,0,0,0,0,0
1,"major_purchase",0.1505,208.15,11.07702177,11.58,717,4529.958333,5518,98.3,0,0,0,0
1,"all_other",0.1442,618.89,11.15625052,7.89,722,3269.958333,18505,95.9,1,0,0,0
1,"credit_card",0.1148,435.19,10.6501755,13.79,747,5970,36646,32.5,0,0,0,0
1,"all_other",0.0775,149.87,9.952277717,6.34,752,3029,3470,25.5,0,0,0,0
0,"debt_consolidation",0.0963,89.87,10.57131693,21.17,717,6930,56579,34.9,0,0,0,1
0,"educational",0.1426,267.59,9.878169745,15.45,707,1710.041667,3910,38.2,6,1,0,1
0,"debt_consolidation",0.1166,247.9,11.22524339,20.67,707,4230,75661,58.6,2,0,0,0
0,"all_other",0.1438,68.73,10.59663473,15.57,642,238.9583333,17312,86.6,0,0,0,0
0,"debt_consolidation",0.1861,185.95,11.08367983,29.2,652,8759.958333,18545,86.3,1,0,0,1
1,"debt_consolidation",0.1221,199.89,10.59663473,20.43,707,7050,12694,63.8,3,0,0,0
1,"debt_consolidation",0.1221,169.91,11.15625052,11.64,707,1710,12142,38.2,0,0,0,0
1,"all_other",0.0788,312.81,10.858999,9.09,762,5791.041667,7386,33.9,0,0,0,0
1,"all_other",0.1025,647.7,11.08214255,13.22,757,2700.041667,4137,24.6,0,0,0,0
1,"debt_consolidation",0.1148,164.85,10.77895629,14.57,727,2490,7479,42.7,0,0,0,0
1,"credit_card",0.1114,52.49,11.15625052,0.45,717,1920.041667,490,2,2,0,0,0
1,"home_improvement",0.0894,301.83,11.69274389,2.84,747,6330,84712,57.7,1,0,0,0
1,"all_other",0.1241,668.21,10.54534144,1.96,787,8641,507,0.3,7,0,0,0
1,"debt_consolidation",0.167,887.54,11.91839057,24.77,677,8670.958333,56883,93.3,1,1,0,0
1,"all_other",0.1392,51.21,10.81977828,17.04,672,3900.041667,4376,93.1,2,0,0,0
1,"major_purchase",0.1099,621.97,11.1844214,11.68,732,2760.041667,12284,20.8,1,0,0,0
1,"debt_consolidation",0.1126,279.34,10.1266311,18.82,712,2850,10579,47.2,1,0,0,0
1,"debt_consolidation",0.1426,686.12,11.1124479,11.23,687,2220,20833,84.7,2,0,0,0
1,"debt_consolidation",0.1392,102.42,10.76231865,3.05,677,2490,4339,51.5,3,0,0,0
0,"all_other",0.1312,180.57,8.29404964,15,662,178.9583333,0,47.8,1,0,0,0
1,"all_other",0.0859,316.11,11.08214255,14.99,787,5699.958333,1034,3.9,0,0,0,0
1,"all_other",0.0907,210.1,10.37361617,1.84,742,2680,4889,10.7,1,0,0,1
1,"debt_consolidation",0.0894,301.83,10.23995979,15.81,757,2310.041667,293,2.3,2,0,0,0
1,"credit_card",0.1025,518.16,11.1844214,4.93,752,5909,3252,25,1,0,0,0
1,"all_other",0.1392,273.1,11.22524339,19.87,677,8160,16410,37.2,0,1,1,0
1,"debt_consolidation",0.1568,700.04,10.81977828,15.1,677,2985,24738,50,2,0,0,0
1,"all_other",0.074,93.18,10.77895629,2.8,762,14039.95833,3771,14.7,0,0,0,0
1,"credit_card",0.1183,298.21,11.1844214,19.5,737,4500,12893,90.8,1,0,0,0
1,"debt_consolidation",0.1272,687.13,10.96812932,9.48,692,3840.041667,14066,24.3,3,0,0,0
1,"credit_card",0.1028,194.4,11.37710574,10.6,692,2489.958333,16813,63.9,0,0,0,0
1,"all_other",0.1348,71.25,10.04324949,3.7,667,2910,1103,36.8,1,0,0,0
1,"all_other",0.1114,216.51,10.60162227,2.87,727,1679.958333,8164,21.1,2,0,0,0
1,"all_other",0.1253,200.8,10.89673933,6.36,742,2790,1510,50.3,1,0,0,0
1,"all_other",0.1148,276.94,10.23995979,21.05,732,7470.041667,438,21.9,1,0,0,0
1,"debt_consolidation",0.0859,158.06,9.903487553,10.92,742,4319.958333,5276,50.2,0,0,0,0
1,"debt_consolidation",0.1114,196.83,9.873234509,13.17,732,2550,1207,28.1,3,0,0,0
1,"educational",0.0768,109.17,9.741203889,2.26,752,1800,1223,10.7,0,0,0,0
1,"credit_card",0.0932,319.47,11.60823564,10.29,752,4410,28840,34.3,0,0,0,0
1,"debt_consolidation",0.1316,159.57,9.680344001,14.55,697,3449.958333,8085,93.5,0,0,0,0
1,"debt_consolidation",0.1316,506.56,11.23848862,21.9,687,6000.041667,63202,51.3,0,0,0,1
0,"debt_consolidation",0.1786,72.17,10.70099475,28.73,647,4709,6076,79.9,6,1,0,0
1,"debt_consolidation",0.1273,839.16,11.42954386,15.47,722,5708.041667,23251,70.7,0,0,0,0
0,"credit_card",0.1916,551.05,11.51292546,2.96,717,7770,5212,13.2,10,1,0,1
1,"educational",0.1322,338.01,11.00209984,9.54,692,2250,2263,17.7,0,3,0,0
0,"debt_consolidation",0.1545,334.91,11.35040654,21.91,657,3839.041667,10665,94.4,3,0,0,0
1,"all_other",0.1253,200.8,11.73606902,11.11,687,5190,19058,41.8,0,0,0,0
1,"credit_card",0.1189,82.91,9.998615898,17.13,707,3090.041667,9847,44.4,1,1,0,0
1,"debt_consolidation",0.1114,341.16,10.6454249,9.2,732,3330.041667,12747,29.8,1,0,0,0
1,"small_business",0.0932,111.82,9.862665558,7.25,767,9662.958333,4160,40.8,0,0,0,0
1,"debt_consolidation",0.08,219.36,10.46310334,15.81,797,4740,644,2.7,0,0,0,0
1,"debt_consolidation",0.0963,417.23,11.02353512,8.03,747,4562.958333,8454,27,2,0,0,0
1,"home_improvement",0.097,96.38,11.03488966,3.31,707,12150,8832,76.8,1,0,0,0
1,"debt_consolidation",0.0894,95.32,10.6454249,10.29,717,2220.041667,6349,31.6,0,0,0,0
1,"credit_card",0.0894,317.72,11.00791623,4.24,742,2160,14188,27.3,2,0,0,0
1,"debt_consolidation",0.1596,421.65,10.46287474,20.82,667,6750.041667,14534,48.9,3,1,0,0
1,"debt_consolidation",0.1704,292.53,11.1844214,15.87,682,8579.958333,13641,98.8,2,0,1,0
1,"debt_consolidation",0.1183,424.12,10.46310334,11.66,717,4110,13608,49.1,3,0,0,0
1,"debt_consolidation",0.1148,501.13,10.77895629,24.13,757,8043,6212,49.7,2,0,0,0
1,"debt_consolidation",0.1357,679.37,11.40756495,5.13,707,3929.958333,17470,25.1,0,1,0,0
1,"major_purchase",0.1357,169.85,10.4778512,14.05,697,3480.041667,233,46.6,0,1,0,0
0,"home_improvement",0.1287,322.88,10.89951325,15.38,712,8523.041667,168334,83,1,1,0,0
1,"credit_card",0.0807,83.92,10.59663473,16.68,737,6988,19210,48.3,0,0,0,0
1,"debt_consolidation",0.1461,165.49,10.93310697,8.81,662,8220,5993,70.5,0,1,1,0
1,"debt_consolidation",0.1114,360.84,10.75773265,10.39,722,2193,10735,34.5,3,0,0,0
1,"debt_consolidation",0.1387,327.5,11.60823564,18.62,662,6299.958333,68030,82.7,3,0,0,0
1,"all_other",0.1126,98.59,11.08521475,17.21,702,5760,16389,58.1,0,0,0,0
1,"debt_consolidation",0.1537,261.35,10.46321762,24.61,677,1393,1685,38.3,1,0,0,0
0,"all_other",0.1166,66.11,10.51867319,17.29,672,3389.041667,42969,83.1,4,0,0,0
0,"debt_consolidation",0.1501,866.76,12.1281111,24.59,697,6510,245886,84.5,7,0,0,1
1,"all_other",0.1025,161.93,10.59763423,19.12,717,1649.041667,10625,65.6,0,0,0,1
1,"small_business",0.1146,381.48,11.15625052,0.26,807,6570,495,4.9,1,0,0,0
1,"credit_card",0.1114,196.83,10.59663473,24.1,717,4740,4136,52.4,0,0,0,0
1,"all_other",0.0859,316.11,11.60823564,2.02,787,6720.041667,4,0,0,0,0,0
0,"all_other",0.1843,290.96,11.51292546,24.55,672,4529.958333,34474,89.8,8,0,0,0
1,"all_other",0.1134,230.3,10.71441777,9.92,687,2520.041667,1767,34.6,1,0,1,0
0,"debt_consolidation",0.1287,465.82,10.6561293,21.14,702,3600,42470,82.6,2,0,0,0
0,"all_other",0.1412,119.83,10.71441777,10.19,657,3210,9771,86.4,4,0,0,0
1,"debt_consolidation",0.0832,128.3,9.862665558,1.25,742,1981,296,2,0,0,0,0
1,"credit_card",0.1442,515.74,11.15625052,13.7,697,2550,11129,89,0,0,0,0
1,"home_improvement",0.06,190.14,10.52942598,10.3,747,2160.958333,543,0.9,6,0,0,0
1,"credit_card",0.0774,224.78,11.00209984,4.94,767,2644.041667,2125,10.1,0,0,0,0
0,"all_other",0.1457,248.08,11.29476946,26.49,692,5160,18943,55.2,6,0,1,0
0,"debt_consolidation",0.1505,503.03,10.07693653,5.75,697,2820,3695,46.2,6,0,1,1
1,"major_purchase",0.1114,393.65,10.20359214,17.82,742,3720,21312,29.2,0,0,0,1
1,"debt_consolidation",0.1284,181.54,10.46310334,23.07,707,1499.958333,7828,23.9,2,0,0,0
0,"home_improvement",0.1322,405.61,10.89673933,20.91,697,3371,4114,36.4,4,0,0,0
1,"debt_consolidation",0.1461,51.72,10.77895629,7.25,667,3780,3820,93.2,2,1,0,0
1,"home_improvement",0.0945,640.2,11.69524702,4.19,787,5159,311,0,2,0,0,0
1,"all_other",0.1095,327.14,9.903887473,0,742,11146.95833,0,0,1,1,0,0
1,"home_improvement",0.1461,186.17,9.903487553,4.8,702,1560.041667,3713,77.4,0,0,0,0
1,"debt_consolidation",0.1221,259.86,10.98529272,11.69,692,2069.958333,7133,63.7,1,0,0,0
0,"debt_consolidation",0.0964,188.58,9.798127037,16.13,707,502.0416667,466,46.6,0,0,0,1
1,"debt_consolidation",0.1197,398.4,10.71441777,22.67,702,3183.041667,16616,66.7,0,0,0,0
0,"all_other",0.1103,98.26,10.59663473,3.09,677,1291.958333,3127,104.2,0,0,0,0
1,"debt_consolidation",0.1158,330.14,11.03488966,24.62,727,9091,22607,57.4,0,0,0,0
1,"all_other",0.16,123.06,10.46310334,23.45,662,3810,5369,89.5,0,0,0,0
1,"home_improvement",0.1126,328.64,10.59663473,6.15,732,7680,1101,3.3,2,0,0,0
1,"debt_consolidation",0.1253,167.34,10.52674861,21.49,707,4590.041667,0,0,0,0,0,1
1,"debt_consolidation",0.1357,95.12,11.09922655,11.16,672,5729.958333,26343,83.4,1,0,0,0
0,"home_improvement",0.1425,274.4,10.91508846,15.53,652,8699,19457,51.1,0,2,0,1
1,"educational",0.1568,113.76,9.392661929,11.8,672,1499.958333,3352,79.8,0,0,0,1
1,"all_other",0.0976,192.93,12.20607265,4.84,707,5760.041667,21894,0,2,0,0,0
0,"small_business",0.0996,806.22,11.36210258,0,727,3150.041667,0,0,6,1,0,0
1,"home_improvement",0.0832,236.14,10.30908599,1.52,757,2520,1304,9.7,0,0,0,0
0,"home_improvement",0.1545,418.64,10.858999,9.74,647,4860.041667,13665,49.9,3,0,0,1
1,"debt_consolidation",0.1347,237.46,10.858999,9.65,692,3678,17349,63.3,0,0,0,0
1,"debt_consolidation",0.0983,289.69,9.980448594,4.83,712,1620.041667,7263,39,0,0,0,0
1,"all_other",0.167,170.41,11.2009507,19.98,692,3723.041667,15934,99,3,0,0,1
1,"major_purchase",0.1311,464,10.16585182,14.4,747,4320.041667,16738,90.3,1,0,0,0
1,"debt_consolidation",0.1025,647.7,10.71441777,4.11,747,3183.041667,5081,40,0,0,0,0
1,"home_improvement",0.1099,327.36,11.15625052,17.04,707,2280,2578,25.3,2,0,0,0
1,"credit_card",0.1114,213.23,11.13458902,3.43,717,7779,9846,59.7,1,0,0,0
1,"debt_consolidation",0.1103,327.53,10.30895266,13.4,707,3359,10837,83.4,1,0,0,1
1,"debt_consolidation",0.1635,556.44,10.77895629,18.13,717,1620,5481,99.7,0,0,0,0
1,"all_other",0.0859,316.11,12.20607265,0.26,797,7050,3313,2.5,0,0,0,0
0,"credit_card",0.1317,185.77,11.01862914,13.79,677,2701,25457,70.7,5,0,0,0
0,"home_improvement",0.1632,352.26,11.57119437,2.9,707,4799.958333,726,1,8,0,0,0
0,"home_improvement",0.1804,202.57,10.71441777,25.84,647,1799,10147,89.8,0,0,0,1
1,"debt_consolidation",0.1357,679.37,11.1844214,23.22,702,7980,46881,62.9,1,0,0,0
1,"all_other",0.1008,807.62,11.88448902,1.73,762,7769.958333,5681,14.1,1,0,0,0
0,"debt_consolidation",0.0964,61,11.51292546,10,707,6360.041667,0,41.5,6,0,0,0
1,"debt_consolidation",0.1474,241.76,10.47678644,17.28,672,3519,6547,56.9,0,0,0,0
1,"debt_consolidation",0.0894,349.49,10.87244663,8.95,742,9329.958333,25212,46.6,1,0,0,0
1,"all_other",0.1189,464.3,11.34142515,10.33,717,1860,23149,32.6,3,0,0,0
1,"small_business",0.1505,477.01,10.30895266,17.96,687,1441,5269,15.1,3,0,0,1
1,"small_business",0.1392,68.28,10.82480563,1.58,757,1590,2138,14.4,0,0,0,0
1,"home_improvement",0.0963,256.76,10.71441777,1.28,777,2550,25,0.1,0,0,0,0
1,"debt_consolidation",0.1191,159.23,10.5627418,7.98,672,5729.958333,11689,89.2,0,0,0,0
0,"debt_consolidation",0.1913,183.61,10.94199592,22.73,672,4709.958333,0,0,9,0,0,0
0,"all_other",0.128,278.03,10.96819829,7.99,667,6210,2303,32.9,4,2,0,0
1,"all_other",0.1062,97.68,10.3859137,0.37,807,11730,55,0.2,6,0,0,0
1,"all_other",0.1311,67.49,10.1266311,6.19,717,4140.041667,0,0,0,0,0,0
1,"debt_consolidation",0.1273,469.93,11.1983243,18.85,707,6120.041667,31992,75.5,0,0,0,0
1,"major_purchase",0.0774,124.88,10.25765937,17.64,767,5610.041667,611,6.9,1,0,0,0
1,"debt_consolidation",0.1565,848.42,11.56171563,1.1,702,4381,2883,31,0,0,0,0
1,"credit_card",0.1091,505.16,11.61728548,10.86,687,3420.041667,46525,93.6,0,0,0,0
1,"all_other",0.1109,262.26,11.1844214,5.12,687,1949.041667,14653,95.1,0,0,0,1
